PurchaseOrderID OrderDate               TotalDue              Name
2221            2014-03-06 00:00:00.000 580.972               Cruger Bike Company
2222            2014-03-06 00:00:00.000 12060.7988            Custom Frames, Inc.
2224            2014-03-06 00:00:00.000 31817.5358            Electronic Bike Repair & Supplies
2225            2014-03-06 00:00:00.000 57247.1179            Expert Bike Co
2226            2014-03-06 00:00:00.000 1410.2839             Federal Sport
2227            2014-03-06 00:00:00.000 2214.3371             First National Sport Co.
2228            2014-03-06 00:00:00.000 56200.7696            First Rate Bicycles
2229            2014-03-06 00:00:00.000 502.6203              Gardner Touring Cycles
2230            2014-03-06 00:00:00.000 48485.6873            Greenwood Athletic Company
2231            2014-03-06 00:00:00.000 7880.9981             Hill Bicycle Center
2232            2014-03-06 00:00:00.000 31319.7885            Hill's Bicycle Service
2233            2014-03-07 00:00:00.000 24880.9811            Hybrid Bicycle Center
2234            2014-03-07 00:00:00.000 38281.8686            Inline Accessories
2235            2014-03-07 00:00:00.000 1272.3882             Inner City Bikes
2237            2014-03-07 00:00:00.000 31160.2541            International Bicycles
2238            2014-03-07 00:00:00.000 4103.2241             International Sport Assoc.
2239            2014-03-07 00:00:00.000 70533.3379            Jackson Authority
2240            2014-03-07 00:00:00.000 10591.9223            Trey Research
2241            2014-03-07 00:00:00.000 6311.1799             Lakewood Bicycle
2246            2014-03-07 00:00:00.000 48485.6873            Mitchell Sports
2248            2014-03-07 00:00:00.000 671.6803              Mountain Works
2249            2014-03-10 00:00:00.000 510.278               National Bike Association
2252            2014-03-10 00:00:00.000 23821.6729            Premier Sport, Inc.
2254            2014-03-10 00:00:00.000 45358.8135            Professional Athletic Consultants
2257            2014-03-10 00:00:00.000 44720.676             Signature Cycles
2259            2014-03-10 00:00:00.000 68612.544             Sport Fan Co.
2260            2014-03-10 00:00:00.000 6572.8163             Sport Playground
2261            2014-03-10 00:00:00.000 100685.3348           Superior Bicycles
2262            2014-03-10 00:00:00.000 580.125               SUPERSALES INC.
2263            2014-03-10 00:00:00.000 1902.578              Training Systems
2264            2014-03-10 00:00:00.000 29233.0789            Trikes, Inc.
2265            2014-03-11 00:00:00.000 1043.5289             Varsity Sport Co.
2266            2014-03-11 00:00:00.000 57004.8229            Victory Bikes
2267            2014-03-11 00:00:00.000 69442.1228            Vision Cycles, Inc.
2268            2014-03-11 00:00:00.000 41817.1504            Vista Road Bikes
2269            2014-03-12 00:00:00.000 28212.0589            West Junction Cycles
2274            2014-03-12 00:00:00.000 9776.2665             Allenson Cycles
2276            2014-03-12 00:00:00.000 22539.0165            American Bikes
2277            2014-03-12 00:00:00.000 16164.0229            Anderson's Custom Bikes
2278            2014-03-12 00:00:00.000 64847.5328            Proseware, Inc.
2279            2014-03-12 00:00:00.000 662.3519              Aurora Bike Center
2281            2014-03-12 00:00:00.000 1685.3792             Beaumont Bikes
2283            2014-03-12 00:00:00.000 38281.8686            Bicycle Specialists
2288            2014-03-13 00:00:00.000 15104.7146            Capital Road Cycles
2289            2014-03-13 00:00:00.000 7465.5126             Carlson Specialties
2290            2014-03-13 00:00:00.000 56200.7696            Chicago City Saddles
2291            2014-03-13 00:00:00.000 609.8274              Chicago Rent-All
2292            2014-03-13 00:00:00.000 4211.7075             Circuit Cycles
2293            2014-03-13 00:00:00.000 31019.8639            Comfort Road Bicycles
2294            2014-03-13 00:00:00.000 39111.4474            Compete Enterprises, Inc
2295            2014-03-13 00:00:00.000 8423.415              Compete, Inc.
2296            2014-03-13 00:00:00.000 31268.7375            Competition Bike Training Systems
2299            2014-03-14 00:00:00.000 48485.6873            Crowley Sport
2301            2014-03-14 00:00:00.000 20133.2381            Custom Frames, Inc.
2303            2014-03-14 00:00:00.000 21256.3601            Electronic Bike Repair & Supplies
2305            2014-03-14 00:00:00.000 1410.2839             Federal Sport
2306            2014-03-14 00:00:00.000 2214.3371             First National Sport Co.
2307            2014-03-14 00:00:00.000 56200.7696            First Rate Bicycles
2308            2014-03-14 00:00:00.000 502.6203              Gardner Touring Cycles
2309            2014-03-14 00:00:00.000 48485.6873            Greenwood Athletic Company
2310            2014-03-14 00:00:00.000 7880.9981             Hill Bicycle Center
2311            2014-03-14 00:00:00.000 31319.7885            Hill's Bicycle Service
2312            2014-03-14 00:00:00.000 24880.9811            Hybrid Bicycle Center
2313            2014-03-17 00:00:00.000 38281.8686            Inline Accessories
2316            2014-03-17 00:00:00.000 31160.2541            International Bicycles
2317            2014-03-17 00:00:00.000 4103.2241             International Sport Assoc.
2318            2014-03-17 00:00:00.000 70533.3379            Jackson Authority
2319            2014-03-17 00:00:00.000 7464.1203             Trey Research
2320            2014-03-17 00:00:00.000 6311.1799             Lakewood Bicycle
2321            2014-03-17 00:00:00.000 555.9106              Leaf River Terrain
2325            2014-03-17 00:00:00.000 48485.6873            Mitchell Sports
2327            2014-03-17 00:00:00.000 910.9123              Mountain Works
2328            2014-03-17 00:00:00.000 510.278               National Bike Association
2329            2014-03-19 00:00:00.000 696.5677              Norstan Bike Hut
2331            2014-03-19 00:00:00.000 23821.6729            Premier Sport, Inc.
2333            2014-03-19 00:00:00.000 49915.1153            Professional Athletic Consultants
2335            2014-03-19 00:00:00.000 1357.4925             Reliance Fitness, Inc.
2336            2014-03-19 00:00:00.000 44720.676             Signature Cycles
2337            2014-03-19 00:00:00.000 923.7911              Speed Corporation
2338            2014-03-19 00:00:00.000 68612.544             Sport Fan Co.
2339            2014-03-19 00:00:00.000 6572.8163             Sport Playground
2340            2014-03-19 00:00:00.000 100685.3348           Superior Bicycles
2341            2014-03-19 00:00:00.000 580.125               SUPERSALES INC.
2343            2014-03-19 00:00:00.000 29233.0789            Trikes, Inc.
2344            2014-03-19 00:00:00.000 1043.5289             Varsity Sport Co.
2345            2014-03-20 00:00:00.000 57004.8229            Victory Bikes
2346            2014-03-20 00:00:00.000 69442.1228            Vision Cycles, Inc.
2347            2014-03-20 00:00:00.000 41817.1504            Vista Road Bikes
2348            2014-03-20 00:00:00.000 28212.0589            West Junction Cycles
2353            2014-03-20 00:00:00.000 9776.2665             Allenson Cycles
2355            2014-03-20 00:00:00.000 22539.0165            American Bikes
2356            2014-03-20 00:00:00.000 16164.0229            Anderson's Custom Bikes
2357            2014-03-20 00:00:00.000 64847.5328            Proseware, Inc.
2358            2014-03-20 00:00:00.000 766.1827              Aurora Bike Center
2360            2014-03-20 00:00:00.000 1984.6192             Beaumont Bikes
2361            2014-03-21 00:00:00.000 568.7893              Bergeron Off-Roads
2362            2014-03-21 00:00:00.000 38281.8686            Bicycle Specialists
2363            2014-03-21 00:00:00.000 1748.0327             Bike Satellite Inc.
2367            2014-03-21 00:00:00.000 15104.7146            Capital Road Cycles
2368            2014-03-21 00:00:00.000 18114.5192            Carlson Specialties
2369            2014-03-21 00:00:00.000 87520.5581            Chicago City Saddles
2370            2014-03-21 00:00:00.000 609.8274              Chicago Rent-All
2371            2014-03-21 00:00:00.000 3509.7563             Circuit Cycles
2372            2014-03-21 00:00:00.000 31019.8639            Comfort Road Bicycles
2373            2014-03-21 00:00:00.000 2118.6165             Compete Enterprises, Inc
2374            2014-03-21 00:00:00.000 4658.4038             Compete, Inc.
2375            2014-03-21 00:00:00.000 31268.7375            Competition Bike Training Systems
2377            2014-03-24 00:00:00.000 798.4841              Continental Pro Cycles
2378            2014-03-24 00:00:00.000 48485.6873            Crowley Sport
2379            2014-03-24 00:00:00.000 655.0424              Cruger Bike Company
2380            2014-03-24 00:00:00.000 15277.0118            Custom Frames, Inc.
2382            2014-03-24 00:00:00.000 31817.5358            Electronic Bike Repair & Supplies
2384            2014-03-24 00:00:00.000 1410.2839             Federal Sport
2385            2014-03-24 00:00:00.000 2214.3371             First National Sport Co.
2386            2014-03-24 00:00:00.000 56200.7696            First Rate Bicycles
2387            2014-03-24 00:00:00.000 502.6203              Gardner Touring Cycles
2388            2014-03-24 00:00:00.000 48485.6873            Greenwood Athletic Company
2389            2014-03-24 00:00:00.000 7880.9981             Hill Bicycle Center
2390            2014-03-24 00:00:00.000 31319.7885            Hill's Bicycle Service
2391            2014-03-24 00:00:00.000 24880.9811            Hybrid Bicycle Center
2392            2014-03-24 00:00:00.000 38281.8686            Inline Accessories
2395            2014-03-25 00:00:00.000 31160.2541            International Bicycles
2396            2014-03-25 00:00:00.000 4103.2241             International Sport Assoc.
2397            2014-03-26 00:00:00.000 70533.3379            Jackson Authority
2398            2014-03-26 00:00:00.000 18056.0426            Trey Research
2399            2014-03-26 00:00:00.000 6311.1799             Lakewood Bicycle
2404            2014-03-26 00:00:00.000 48485.6873            Mitchell Sports
2406            2014-03-26 00:00:00.000 580.972               Mountain Works
2407            2014-03-26 00:00:00.000 510.278               National Bike Association
2408            2014-03-26 00:00:00.000 532.4852              Norstan Bike Hut
2410            2014-03-26 00:00:00.000 23821.6729            Premier Sport, Inc.
2411            2014-03-26 00:00:00.000 525.628               Pro Sport Industries
2412            2014-03-26 00:00:00.000 45358.8135            Professional Athletic Consultants
2415            2014-03-27 00:00:00.000 44720.676             Signature Cycles
2417            2014-03-27 00:00:00.000 68612.544             Sport Fan Co.
2418            2014-03-27 00:00:00.000 6572.8163             Sport Playground
2419            2014-03-27 00:00:00.000 100685.3348           Superior Bicycles
2420            2014-03-27 00:00:00.000 580.125               SUPERSALES INC.
2421            2014-03-27 00:00:00.000 1902.578              Training Systems
2422            2014-03-27 00:00:00.000 29233.0789            Trikes, Inc.
2423            2014-03-27 00:00:00.000 1043.5289             Varsity Sport Co.
2424            2014-03-27 00:00:00.000 49276.9778            Victory Bikes
2425            2014-03-27 00:00:00.000 69442.1228            Vision Cycles, Inc.
2426            2014-03-27 00:00:00.000 41817.1504            Vista Road Bikes
2427            2014-03-27 00:00:00.000 28212.0589            West Junction Cycles
2428            2014-03-27 00:00:00.000 767.0528              WestAmerica Bicycle Co.
2431            2014-03-28 00:00:00.000 555.9106              Advanced Bicycles
2432            2014-03-28 00:00:00.000 9776.2665             Allenson Cycles
2434            2014-03-28 00:00:00.000 22539.0165            American Bikes
2435            2014-03-28 00:00:00.000 16164.0229            Anderson's Custom Bikes
2436            2014-03-28 00:00:00.000 64847.5328            Proseware, Inc.
2437            2014-03-28 00:00:00.000 854.1761              Aurora Bike Center
2438            2014-03-28 00:00:00.000 767.0528              Australia Bike Retailer
2439            2014-03-28 00:00:00.000 1984.6192             Beaumont Bikes
2441            2014-03-28 00:00:00.000 38281.8686            Bicycle Specialists
2446            2014-03-31 00:00:00.000 15104.7146            Capital Road Cycles
2447            2014-03-31 00:00:00.000 18114.5192            Carlson Specialties
2448            2014-03-31 00:00:00.000 24880.9811            Chicago City Saddles
2449            2014-03-31 00:00:00.000 609.8274              Chicago Rent-All
2450            2014-03-31 00:00:00.000 7721.4638             Circuit Cycles
2451            2014-03-31 00:00:00.000 31019.8639            Comfort Road Bicycles
2452            2014-03-31 00:00:00.000 39111.4474            Compete Enterprises, Inc
2453            2014-03-31 00:00:00.000 3765.0113             Compete, Inc.
2454            2014-03-31 00:00:00.000 31268.7375            Competition Bike Training Systems
2457            2014-03-31 00:00:00.000 48485.6873            Crowley Sport
2458            2014-03-31 00:00:00.000 601.7521              Cruger Bike Company
2459            2014-03-31 00:00:00.000 40228.188             Custom Frames, Inc.
2461            2014-04-02 00:00:00.000 21256.3601            Electronic Bike Repair & Supplies
2463            2014-04-02 00:00:00.000 1410.2839             Federal Sport
2464            2014-04-02 00:00:00.000 2214.3371             First National Sport Co.
2465            2014-04-02 00:00:00.000 56200.7696            First Rate Bicycles
2466            2014-04-02 00:00:00.000 502.6203              Gardner Touring Cycles
2467            2014-04-02 00:00:00.000 48485.6873            Greenwood Athletic Company
2468            2014-04-02 00:00:00.000 7880.9981             Hill Bicycle Center
2469            2014-04-02 00:00:00.000 31319.7885            Hill's Bicycle Service
2470            2014-04-02 00:00:00.000 24880.9811            Hybrid Bicycle Center
2471            2014-04-02 00:00:00.000 38281.8686            Inline Accessories
2474            2014-04-02 00:00:00.000 31160.2541            International Bicycles
2475            2014-04-02 00:00:00.000 4103.2241             International Sport Assoc.
2476            2014-04-02 00:00:00.000 70533.3379            Jackson Authority
2477            2014-04-03 00:00:00.000 18056.0426            Trey Research
2478            2014-04-03 00:00:00.000 6311.1799             Lakewood Bicycle
2483            2014-04-03 00:00:00.000 48485.6873            Mitchell Sports
2485            2014-04-03 00:00:00.000 3771.6362             Mountain Works
2486            2014-04-03 00:00:00.000 510.278               National Bike Association
2487            2014-04-03 00:00:00.000 840.2531              Norstan Bike Hut
2489            2014-04-03 00:00:00.000 23821.6729            Premier Sport, Inc.
2491            2014-04-03 00:00:00.000 49915.1153            Professional Athletic Consultants
2494            2014-04-04 00:00:00.000 44720.676             Signature Cycles
2495            2014-04-04 00:00:00.000 1354.3598             Speed Corporation
2496            2014-04-04 00:00:00.000 68612.544             Sport Fan Co.
2497            2014-04-04 00:00:00.000 6572.8163             Sport Playground
2498            2014-04-04 00:00:00.000 100685.3348           Superior Bicycles
2499            2014-04-04 00:00:00.000 580.125               SUPERSALES INC.
2500            2014-04-04 00:00:00.000 2214.0703             Training Systems
2501            2014-04-04 00:00:00.000 29233.0789            Trikes, Inc.
2502            2014-04-04 00:00:00.000 1043.5289             Varsity Sport Co.
2503            2014-04-04 00:00:00.000 7727.8451             Victory Bikes
2504            2014-04-04 00:00:00.000 39915.5006            Vision Cycles, Inc.
2505            2014-04-04 00:00:00.000 41817.1504            Vista Road Bikes
2506            2014-04-04 00:00:00.000 28212.0589            West Junction Cycles
2507            2014-04-04 00:00:00.000 855.2203              WestAmerica Bicycle Co.
2511            2014-04-07 00:00:00.000 9776.2665             Allenson Cycles
2513            2014-04-07 00:00:00.000 22539.0165            American Bikes
2514            2014-04-07 00:00:00.000 16164.0229            Anderson's Custom Bikes
2515            2014-04-07 00:00:00.000 64847.5328            Proseware, Inc.
2516            2014-04-07 00:00:00.000 532.4852              Aurora Bike Center
2517            2014-04-07 00:00:00.000 855.2203              Australia Bike Retailer
2518            2014-04-07 00:00:00.000 1984.6192             Beaumont Bikes
2519            2014-04-07 00:00:00.000 728.1381              Bergeron Off-Roads
2520            2014-04-07 00:00:00.000 38281.8686            Bicycle Specialists
2521            2014-04-07 00:00:00.000 1748.0327             Bike Satellite Inc.
2525            2014-04-08 00:00:00.000 15104.7146            Capital Road Cycles
2526            2014-04-08 00:00:00.000 14871.8525            Carlson Specialties
2527            2014-04-08 00:00:00.000 112401.5393           Chicago City Saddles
2528            2014-04-08 00:00:00.000 609.8274              Chicago Rent-All
2529            2014-04-08 00:00:00.000 7721.4638             Circuit Cycles
2530            2014-04-08 00:00:00.000 31019.8639            Comfort Road Bicycles
2531            2014-04-08 00:00:00.000 2118.6165             Compete Enterprises, Inc
2532            2014-04-08 00:00:00.000 4658.4038             Compete, Inc.
2533            2014-04-08 00:00:00.000 31268.7375            Competition Bike Training Systems
2535            2014-04-08 00:00:00.000 1166.3993             Continental Pro Cycles
2536            2014-04-08 00:00:00.000 48485.6873            Crowley Sport
2537            2014-04-08 00:00:00.000 798.31                Cruger Bike Company
2538            2014-04-08 00:00:00.000 26871.9701            Custom Frames, Inc.
2540            2014-04-08 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
2541            2014-04-09 00:00:00.000 56200.7696            Expert Bike Co
2542            2014-04-09 00:00:00.000 1410.2839             Federal Sport
2543            2014-04-09 00:00:00.000 2214.3371             First National Sport Co.
2544            2014-04-09 00:00:00.000 31319.7885            First Rate Bicycles
2545            2014-04-09 00:00:00.000 502.6203              Gardner Touring Cycles
2546            2014-04-09 00:00:00.000 48485.6873            Greenwood Athletic Company
2547            2014-04-09 00:00:00.000 7880.9981             Hill Bicycle Center
2548            2014-04-09 00:00:00.000 31319.7885            Hill's Bicycle Service
2549            2014-04-09 00:00:00.000 24880.9811            Hybrid Bicycle Center
2550            2014-04-09 00:00:00.000 38281.8686            Inline Accessories
2551            2014-04-09 00:00:00.000 553.8221              Inner City Bikes
2553            2014-04-09 00:00:00.000 31160.2541            International Bicycles
2554            2014-04-09 00:00:00.000 4103.2241             International Sport Assoc.
2555            2014-04-09 00:00:00.000 70533.3379            Jackson Authority
2556            2014-04-09 00:00:00.000 14763.9492            Trey Research
2557            2014-04-10 00:00:00.000 6311.1799             Lakewood Bicycle
2558            2014-04-10 00:00:00.000 769.6634              Leaf River Terrain
2562            2014-04-10 00:00:00.000 48485.6873            Mitchell Sports
2565            2014-04-10 00:00:00.000 510.278               National Bike Association
2566            2014-04-10 00:00:00.000 511.357               Norstan Bike Hut
2568            2014-04-10 00:00:00.000 23821.6729            Premier Sport, Inc.
2569            2014-04-10 00:00:00.000 733.3592              Pro Sport Industries
2570            2014-04-10 00:00:00.000 72090.3934            Professional Athletic Consultants
2571            2014-04-10 00:00:00.000 555.9106              Ready Rentals
2573            2014-04-11 00:00:00.000 44720.676             Signature Cycles
2575            2014-04-11 00:00:00.000 68612.544             Sport Fan Co.
2576            2014-04-11 00:00:00.000 6572.8163             Sport Playground
2577            2014-04-11 00:00:00.000 100685.3348           Superior Bicycles
2578            2014-04-11 00:00:00.000 580.125               SUPERSALES INC.
2579            2014-04-11 00:00:00.000 2214.0703             Training Systems
2580            2014-04-11 00:00:00.000 29233.0789            Trikes, Inc.
2581            2014-04-11 00:00:00.000 1043.5289             Varsity Sport Co.
2582            2014-04-11 00:00:00.000 49276.9778            Victory Bikes
2583            2014-04-11 00:00:00.000 29526.6221            Vision Cycles, Inc.
2584            2014-04-11 00:00:00.000 41817.1504            Vista Road Bikes
2585            2014-04-11 00:00:00.000 28212.0589            West Junction Cycles
2586            2014-04-11 00:00:00.000 533.1813              WestAmerica Bicycle Co.
2590            2014-04-14 00:00:00.000 9776.2665             Allenson Cycles
2592            2014-04-14 00:00:00.000 22539.0165            American Bikes
2593            2014-04-14 00:00:00.000 16164.0229            Anderson's Custom Bikes
2594            2014-04-14 00:00:00.000 36852.4406            Proseware, Inc.
2595            2014-04-14 00:00:00.000 525.628               Aurora Bike Center
2596            2014-04-14 00:00:00.000 533.1813              Australia Bike Retailer
2597            2014-04-14 00:00:00.000 1984.6192             Beaumont Bikes
2598            2014-04-14 00:00:00.000 665.4846              Bergeron Off-Roads
2599            2014-04-14 00:00:00.000 38281.8686            Bicycle Specialists
2600            2014-04-14 00:00:00.000 2032.6535             Bike Satellite Inc.
2604            2014-04-14 00:00:00.000 15104.7146            Capital Road Cycles
2605            2014-04-15 00:00:00.000 3242.6667             Carlson Specialties
2606            2014-04-15 00:00:00.000 56200.7696            Chicago City Saddles
2607            2014-04-15 00:00:00.000 609.8274              Chicago Rent-All
2608            2014-04-15 00:00:00.000 7721.4638             Circuit Cycles
2609            2014-04-15 00:00:00.000 31019.8639            Comfort Road Bicycles
2610            2014-04-15 00:00:00.000 41230.0639            Compete Enterprises, Inc
2611            2014-04-15 00:00:00.000 3765.0113             Compete, Inc.
2612            2014-04-15 00:00:00.000 31268.7375            Competition Bike Training Systems
2615            2014-04-15 00:00:00.000 48485.6873            Crowley Sport
2616            2014-04-15 00:00:00.000 601.9261              Cruger Bike Company
2617            2014-04-15 00:00:00.000 20599.0785            Custom Frames, Inc.
2619            2014-04-15 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
2621            2014-04-16 00:00:00.000 1410.2839             Federal Sport
2622            2014-04-16 00:00:00.000 2214.3371             First National Sport Co.
2623            2014-04-16 00:00:00.000 24880.9811            First Rate Bicycles
2624            2014-04-16 00:00:00.000 502.6203              Gardner Touring Cycles
2625            2014-04-16 00:00:00.000 48485.6873            Greenwood Athletic Company
2626            2014-04-16 00:00:00.000 7880.9981             Hill Bicycle Center
2627            2014-04-16 00:00:00.000 31319.7885            Hill's Bicycle Service
2628            2014-04-16 00:00:00.000 24880.9811            Hybrid Bicycle Center
2629            2014-04-16 00:00:00.000 38281.8686            Inline Accessories
2632            2014-04-16 00:00:00.000 31160.2541            International Bicycles
2633            2014-04-16 00:00:00.000 4103.2241             International Sport Assoc.
2634            2014-04-16 00:00:00.000 48485.6873            Jackson Authority
2635            2014-04-16 00:00:00.000 3292.0934             Trey Research
2636            2014-04-16 00:00:00.000 6311.1799             Lakewood Bicycle
2637            2014-04-17 00:00:00.000 858.353               Leaf River Terrain
2641            2014-04-17 00:00:00.000 48485.6873            Mitchell Sports
2644            2014-04-17 00:00:00.000 510.278               National Bike Association
2645            2014-04-17 00:00:00.000 1830.8049             Norstan Bike Hut
2647            2014-04-17 00:00:00.000 23821.6729            Premier Sport, Inc.
2648            2014-04-17 00:00:00.000 689.8499              Pro Sport Industries
2649            2014-04-17 00:00:00.000 23183.5354            Professional Athletic Consultants
2652            2014-04-17 00:00:00.000 44720.676             Signature Cycles
2654            2014-04-18 00:00:00.000 42455.2879            Sport Fan Co.
2655            2014-04-18 00:00:00.000 6572.8163             Sport Playground
2656            2014-04-18 00:00:00.000 100685.3348           Superior Bicycles
2657            2014-04-18 00:00:00.000 580.125               SUPERSALES INC.
2658            2014-04-18 00:00:00.000 2214.0703             Training Systems
2659            2014-04-18 00:00:00.000 29233.0789            Trikes, Inc.
2660            2014-04-18 00:00:00.000 1043.5289             Varsity Sport Co.
2661            2014-04-18 00:00:00.000 7727.8451             Victory Bikes
2662            2014-04-18 00:00:00.000 39915.5006            Vision Cycles, Inc.
2663            2014-04-18 00:00:00.000 41817.1504            Vista Road Bikes
2664            2014-04-18 00:00:00.000 28212.0589            West Junction Cycles
2668            2014-04-18 00:00:00.000 769.6634              Advanced Bicycles
2669            2014-04-21 00:00:00.000 9776.2665             Allenson Cycles
2671            2014-04-21 00:00:00.000 22539.0165            American Bikes
2672            2014-04-21 00:00:00.000 16164.0229            Anderson's Custom Bikes
2673            2014-04-21 00:00:00.000 27995.0921            Proseware, Inc.
2676            2014-04-21 00:00:00.000 1984.6192             Beaumont Bikes
2677            2014-04-21 00:00:00.000 827.3743              Bergeron Off-Roads
2678            2014-04-21 00:00:00.000 38281.8686            Bicycle Specialists
2679            2014-04-21 00:00:00.000 2032.6535             Bike Satellite Inc.
2683            2014-04-21 00:00:00.000 15104.7146            Capital Road Cycles
2684            2014-04-21 00:00:00.000 7121.6145             Carlson Specialties
2685            2014-04-22 00:00:00.000 168602.3089           Chicago City Saddles
2686            2014-04-22 00:00:00.000 609.8274              Chicago Rent-All
2687            2014-04-22 00:00:00.000 7721.4638             Circuit Cycles
2688            2014-04-22 00:00:00.000 31019.8639            Comfort Road Bicycles
2689            2014-04-22 00:00:00.000 41230.0639            Compete Enterprises, Inc
2690            2014-04-22 00:00:00.000 8423.415              Compete, Inc.
2691            2014-04-22 00:00:00.000 31268.7375            Competition Bike Training Systems
2694            2014-04-22 00:00:00.000 48485.6873            Crowley Sport
2695            2014-04-22 00:00:00.000 1809.9204             Cruger Bike Company
2696            2014-04-22 00:00:00.000 33138.4804            Custom Frames, Inc.
2698            2014-04-22 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
2699            2014-04-22 00:00:00.000 13401.1543            Expert Bike Co
2700            2014-04-22 00:00:00.000 1410.2839             Federal Sport
2701            2014-04-23 00:00:00.000 2214.3371             First National Sport Co.
2702            2014-04-23 00:00:00.000 31319.7885            First Rate Bicycles
2703            2014-04-23 00:00:00.000 502.6203              Gardner Touring Cycles
2704            2014-04-23 00:00:00.000 48485.6873            Greenwood Athletic Company
2705            2014-04-23 00:00:00.000 7880.9981             Hill Bicycle Center
2706            2014-04-23 00:00:00.000 31319.7885            Hill's Bicycle Service
2707            2014-04-23 00:00:00.000 24880.9811            Hybrid Bicycle Center
2708            2014-04-23 00:00:00.000 38281.8686            Inline Accessories
2709            2014-04-23 00:00:00.000 767.0528              Inner City Bikes
2711            2014-04-23 00:00:00.000 31160.2541            International Bicycles
2712            2014-04-23 00:00:00.000 4103.2241             International Sport Assoc.
2713            2014-04-23 00:00:00.000 22047.6506            Jackson Authority
2714            2014-04-23 00:00:00.000 7227.4293             Trey Research
2715            2014-04-23 00:00:00.000 6311.1799             Lakewood Bicycle
2716            2014-04-23 00:00:00.000 535.2698              Leaf River Terrain
2720            2014-04-24 00:00:00.000 48485.6873            Mitchell Sports
2723            2014-04-24 00:00:00.000 510.278               National Bike Association
2726            2014-04-24 00:00:00.000 23821.6729            Premier Sport, Inc.
2727            2014-04-24 00:00:00.000 784.9091              Pro Sport Industries
2728            2014-04-24 00:00:00.000 95273.9288            Professional Athletic Consultants
2731            2014-04-24 00:00:00.000 44720.676             Signature Cycles
2733            2014-04-25 00:00:00.000 26157.2561            Sport Fan Co.
2734            2014-04-25 00:00:00.000 6572.8163             Sport Playground
2735            2014-04-25 00:00:00.000 100685.3348           Superior Bicycles
2736            2014-04-25 00:00:00.000 580.125               SUPERSALES INC.
2737            2014-04-25 00:00:00.000 2214.0703             Training Systems
2738            2014-04-25 00:00:00.000 29233.0789            Trikes, Inc.
2739            2014-04-25 00:00:00.000 1043.5289             Varsity Sport Co.
2740            2014-04-25 00:00:00.000 53246.193             Victory Bikes
2741            2014-04-25 00:00:00.000 29526.6221            Vision Cycles, Inc.
2742            2014-04-25 00:00:00.000 41817.1504            Vista Road Bikes
2743            2014-04-25 00:00:00.000 28212.0589            West Junction Cycles
2747            2014-04-25 00:00:00.000 858.353               Advanced Bicycles
2748            2014-04-25 00:00:00.000 9776.2665             Allenson Cycles
2750            2014-04-28 00:00:00.000 22539.0165            American Bikes
2751            2014-04-28 00:00:00.000 16164.0229            Anderson's Custom Bikes
2752            2014-04-28 00:00:00.000 36852.4406            Proseware, Inc.
2755            2014-04-28 00:00:00.000 1984.6192             Beaumont Bikes
2756            2014-04-28 00:00:00.000 540.4212              Bergeron Off-Roads
2757            2014-04-28 00:00:00.000 38281.8686            Bicycle Specialists
2758            2014-04-28 00:00:00.000 2032.6535             Bike Satellite Inc.
2762            2014-04-28 00:00:00.000 15104.7146            Capital Road Cycles
2763            2014-04-28 00:00:00.000 10992.9047            Carlson Specialties
2764            2014-04-28 00:00:00.000 31319.7885            Chicago City Saddles
2765            2014-04-29 00:00:00.000 609.8274              Chicago Rent-All
2766            2014-04-29 00:00:00.000 7721.4638             Circuit Cycles
2767            2014-04-29 00:00:00.000 31019.8639            Comfort Road Bicycles
2768            2014-04-29 00:00:00.000 41230.0639            Compete Enterprises, Inc
2769            2014-04-29 00:00:00.000 8423.415              Compete, Inc.
2770            2014-04-29 00:00:00.000 31268.7375            Competition Bike Training Systems
2773            2014-04-29 00:00:00.000 48485.6873            Crowley Sport
2775            2014-04-29 00:00:00.000 54560.7563            Custom Frames, Inc.
2777            2014-04-29 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
2778            2014-04-29 00:00:00.000 43380.5873            Expert Bike Co
2779            2014-04-29 00:00:00.000 1410.2839             Federal Sport
2780            2014-04-29 00:00:00.000 2214.3371             First National Sport Co.
2781            2014-04-30 00:00:00.000 24880.9811            First Rate Bicycles
2782            2014-04-30 00:00:00.000 502.6203              Gardner Touring Cycles
2783            2014-04-30 00:00:00.000 48485.6873            Greenwood Athletic Company
2784            2014-04-30 00:00:00.000 7880.9981             Hill Bicycle Center
2785            2014-04-30 00:00:00.000 31319.7885            Hill's Bicycle Service
2786            2014-04-30 00:00:00.000 24880.9811            Hybrid Bicycle Center
2787            2014-04-30 00:00:00.000 38281.8686            Inline Accessories
2788            2014-04-30 00:00:00.000 725.5276              Inner City Bikes
2790            2014-04-30 00:00:00.000 31160.2541            International Bicycles
2791            2014-04-30 00:00:00.000 4103.2241             International Sport Assoc.
2792            2014-04-30 00:00:00.000 48485.6873            Jackson Authority
2793            2014-04-30 00:00:00.000 10828.6133            Trey Research
2794            2014-04-30 00:00:00.000 6311.1799             Lakewood Bicycle
2799            2014-05-01 00:00:00.000 48485.6873            Mitchell Sports
2801            2014-05-01 00:00:00.000 625.5256              Mountain Works
